Transaction_ID,Product_Name,Category,Unit_Price,Quantity_Sold
TX000089,Handlebar Grips,Dirt Parts,25.31,1
TX000090,Riding Gloves,Riding Gear,58,1
TX000091,Riding Boots,Riding Gear,143.42,1
TX000091,Sport Exhaust System,Sport Parts,483.35,1
TX000091,Touring Seat,V-Twin Parts,311.3,1
TX000092,Cruiser Foot Pegs,V-Twin Parts,95.02,1
TX000092,Suspension Upgrade Kit,Dirt Parts,399.45,1
TX000093,Full-face Helmet,Riding Gear,214.54,1
TX000093,Leather Jacket,Riding Gear,338.86,1
TX000094,Off-road Tire Set,Dirt Parts,252.87,1
TX000095,Full-face Helmet,Riding Gear,229.51,1
TX000095,Racing Brake Pads,Sport Parts,86.67,1
TX000096,Riding Boots,Riding Gear,134.08,1
TX000096,Cruiser Foot Pegs,V-Twin Parts,98.23,1
TX000097,High-flow Air Filter,Sport Parts,46.52,1
TX000098,Full-face Helmet,Riding Gear,225.37,1
TX000099,Touring Seat,V-Twin Parts,301.12,1
TX000100,Riding Gloves,Riding Gear,58.35,1
TX000101,High-flow Air Filter,Sport Parts,46.26,1
TX000101,Racing Brake Pads,Sport Parts,82.62,1
TX000102,Phone Mount,Accessories,29.74,1
TX000103,Performance Chain Kit,Sport Parts,124.78,1
TX000103,Riding Gloves,Riding Gear,58.14,1
TX000104,Riding Gloves,Riding Gear,60.21,1
TX000105,Sport Exhaust System,Sport Parts,501.41,1
TX000105,High-flow Air Filter,Sport Parts,43.97,1
TX000106,Sport Exhaust System,Sport Parts,487.63,1
TX000107,High-flow Air Filter,Sport Parts,45.43,1
TX000108,Leather Jacket,Riding Gear,335.98,1
TX000109,Motorcycle Cover,Accessories,73.45,1
TX000109,Off-road Tire Set,Dirt Parts,237.83,1
TX000109,Leather Jacket,Riding Gear,339.78,1
TX000110,Off-road Tire Set,Dirt Parts,246.05,1
TX000110,Tank Bag,Accessories,93.86,1
TX000111,Cruiser Foot Pegs,V-Twin Parts,99.51,1
TX000111,Riding Boots,Riding Gear,134.6,1
TX000111,LED Light Kit,Accessories,115.34,1
TX000112,Protective Skid Plate,Dirt Parts,178.25,1
TX000112,Riding Gloves,Riding Gear,60.87,1
TX000113,Leather Jacket,Riding Gear,349.93,1
TX000113,Motorcycle Cover,Accessories,74.29,1
TX000113,Protective Skid Plate,Dirt Parts,183.96,1
TX000114,Tank Bag,Accessories,95.93,1
TX000115,Motorcycle Cover,Accessories,74.42,1
TX000115,Off-road Tire Set,Dirt Parts,261.47,1
TX000116,Custom Handlebars,V-Twin Parts,157.69,1
TX000116,Off-road Tire Set,Dirt Parts,244.93,1
TX000117,Phone Mount,Accessories,28.59,1
TX000117,Riding Gloves,Riding Gear,60.57,1
TX000118,Full-face Helmet,Riding Gear,216.58,1
TX000119,Leather Jacket,Riding Gear,361.17,1
TX000119,Off-road Tire Set,Dirt Parts,254.87,1
TX000120,Performance Chain Kit,Sport Parts,115.64,1
TX000121,Performance Chain Kit,Sport Parts,121.67,1
TX000121,Phone Mount,Accessories,30.67,1
TX000122,Full-face Helmet,Riding Gear,209.97,1
TX000122,Leather Jacket,Riding Gear,367.48,1
TX000122,Racing Brake Pads,Sport Parts,84.77,1
TX000123,Chrome Engine Guard,V-Twin Parts,250.66,1
TX000123,Tank Bag,Accessories,98.44,1
TX000124,Full-face Helmet,Riding Gear,219.58,1
TX000124,Touring Seat,V-Twin Parts,300.91,1
TX000125,Touring Seat,V-Twin Parts,308.72,1
TX000126,Off-road Tire Set,Dirt Parts,249.05,1
TX000126,LED Light Kit,Accessories,104.5,2
TX000127,Phone Mount,Accessories,29.94,1
TX000127,Cruiser Foot Pegs,V-Twin Parts,98.55,1
TX000127,Riding Boots,Riding Gear,143.76,2
TX000128,Custom Handlebars,V-Twin Parts,156.6,1
TX000128,Performance Chain Kit,Sport Parts,116.8,1
TX000129,Racing Brake Pads,Sport Parts,88.88,1
TX000129,Performance Chain Kit,Sport Parts,117.11,1
TX000129,Off-road Tire Set,Dirt Parts,262.06,1
TX000130,Riding Gloves,Riding Gear,61.98,1
TX000130,Racing Brake Pads,Sport Parts,81.15,1
TX000130,Off-road Tire Set,Dirt Parts,238.42,1
TX000130,Motorcycle Cover,Accessories,77.45,2
TX000131,LED Light Kit,Accessories,112.84,1
TX000131,Tank Bag,Accessories,91.71,1
TX000131,Phone Mount,Accessories,29.17,1
TX000131,High-flow Air Filter,Sport Parts,45.17,1
TX000132,Suspension Upgrade Kit,Dirt Parts,381.78,1
TX000132,Off-road Tire Set,Dirt Parts,238.39,1
TX000132,Chrome Engine Guard,V-Twin Parts,250.36,1
TX000133,Custom Handlebars,V-Twin Parts,159.93,1
TX000134,Tank Bag,Accessories,90.83,2
TX000135,Leather Jacket,Riding Gear,341.85,1
TX000136,Custom Handlebars,V-Twin Parts,155.82,1
TX000136,Sport Exhaust System,Sport Parts,461.08,1
TX000136,High-flow Air Filter,Sport Parts,43.6,1
TX000137,Racing Brake Pads,Sport Parts,87.07,1
TX000137,Motorcycle Cover,Accessories,77.38,1
TX000137,Sport Exhaust System,Sport Parts,480.36,1
TX000138,Touring Seat,V-Twin Parts,288.48,1
TX000139,Chrome Engine Guard,V-Twin Parts,238.37,1
TX000140,Riding Gloves,Riding Gear,58.04,1
TX000141,Riding Gloves,Riding Gear,60.49,1
TX000142,LED Light Kit,Accessories,111.94,2
TX000143,Cruiser Foot Pegs,V-Twin Parts,93.78,1
TX000143,Racing Brake Pads,Sport Parts,82.9,1
TX000144,Phone Mount,Accessories,29.85,1
TX000145,Chrome Engine Guard,V-Twin Parts,231.15,1
TX000145,LED Light Kit,Accessories,115.1,1
TX000145,Riding Boots,Riding Gear,143.24,1
TX000146,Chrome Engine Guard,V-Twin Parts,237.82,2
TX000147,Racing Brake Pads,Sport Parts,83.88,1
TX000148,Performance Chain Kit,Sport Parts,119.44,1
TX000149,Sport Exhaust System,Sport Parts,485.6,1
TX000149,Racing Brake Pads,Sport Parts,84.84,1
TX000150,Handlebar Grips,Dirt Parts,24.15,1
TX000151,Riding Boots,Riding Gear,139.37,1
TX000152,Off-road Tire Set,Dirt Parts,253.92,1
TX000152,Phone Mount,Accessories,31.36,1
TX000153,Performance Chain Kit,Sport Parts,115.71,2
TX000153,Custom Handlebars,V-Twin Parts,161.89,1
TX000154,Phone Mount,Accessories,28.75,1
TX000154,Performance Chain Kit,Sport Parts,118.29,1
TX000154,Handlebar Grips,Dirt Parts,26.19,1
TX000155,High-flow Air Filter,Sport Parts,42.89,1
TX000155,Performance Chain Kit,Sport Parts,114.62,1
TX000155,Leather Jacket,Riding Gear,357.32,1
TX000156,Riding Boots,Riding Gear,142.25,1
TX000156,Full-face Helmet,Riding Gear,222.14,1
TX000157,High-flow Air Filter,Sport Parts,46.01,1
TX000158,Full-face Helmet,Riding Gear,225.37,1
TX000158,Touring Seat,V-Twin Parts,298.01,1
TX000159,Leather Jacket,Riding Gear,351.49,1
TX000160,Custom Handlebars,V-Twin Parts,155.26,1
TX000161,Riding Gloves,Riding Gear,62.93,1
TX000161,Off-road Tire Set,Dirt Parts,259.18,1
TX000161,Chrome Engine Guard,V-Twin Parts,238.53,1
TX000162,Tank Bag,Accessories,98.92,1
TX000162,Off-road Tire Set,Dirt Parts,253.07,1
TX000162,Chrome Engine Guard,V-Twin Parts,245.59,1
TX000163,Full-face Helmet,Riding Gear,217.2,1
TX000164,Protective Skid Plate,Dirt Parts,180.27,1
TX000164,Custom Handlebars,V-Twin Parts,161.49,1
TX000164,LED Light Kit,Accessories,108.8,1
TX000165,Racing Brake Pads,Sport Parts,82.74,1
TX000165,Full-face Helmet,Riding Gear,218.72,1
TX000165,Off-road Tire Set,Dirt Parts,248.72,1
TX000166,Full-face Helmet,Riding Gear,212.67,1
TX000167,Cruiser Foot Pegs,V-Twin Parts,96.95,1
TX000167,Handlebar Grips,Dirt Parts,25.91,1
TX000168,Chrome Engine Guard,V-Twin Parts,240.75,1
TX000169,Custom Handlebars,V-Twin Parts,153.65,1
TX000169,High-flow Air Filter,Sport Parts,45.85,1
TX000170,Racing Brake Pads,Sport Parts,85.68,1
TX000170,Touring Seat,V-Twin Parts,300.65,1
TX000171,Racing Brake Pads,Sport Parts,86.74,1
TX000172,High-flow Air Filter,Sport Parts,43.45,1
TX000173,Leather Jacket,Riding Gear,365.56,1
TX000174,Motorcycle Cover,Accessories,77.01,1
TX000175,Full-face Helmet,Riding Gear,221.7,1
TX000175,Phone Mount,Accessories,28.98,1
TX000175,Motorcycle Cover,Accessories,73.64,1
TX000176,Riding Boots,Riding Gear,138.66,1
TX000176,Handlebar Grips,Dirt Parts,25.42,1
TX000176,Riding Gloves,Riding Gear,61.57,1
TX000177,Cruiser Foot Pegs,V-Twin Parts,96.24,1
TX000177,Chrome Engine Guard,V-Twin Parts,241.52,1
TX000177,Full-face Helmet,Riding Gear,221.07,1
TX000178,Custom Handlebars,V-Twin Parts,161.66,1
TX000179,Handlebar Grips,Dirt Parts,26.04,1
TX000179,Phone Mount,Accessories,28.83,1
TX000180,Handlebar Grips,Dirt Parts,25.78,1
TX000180,Full-face Helmet,Riding Gear,230.02,1
TX000181,Full-face Helmet,Riding Gear,214.36,1
TX000182,Cruiser Foot Pegs,V-Twin Parts,93.17,1
TX000182,Performance Chain Kit,Sport Parts,120.47,1
TX000182,Protective Skid Plate,Dirt Parts,181.99,1
TX000182,Custom Handlebars,V-Twin Parts,156.36,1
TX000183,Sport Exhaust System,Sport Parts,464.86,1
TX000183,LED Light Kit,Accessories,113.23,1
TX000184,Performance Chain Kit,Sport Parts,118.48,1
TX000185,Full-face Helmet,Riding Gear,222.06,1
TX000186,Off-road Tire Set,Dirt Parts,246.34,1
TX000186,LED Light Kit,Accessories,113.09,1
TX000187,Leather Jacket,Riding Gear,347.34,1
TX000187,Motorcycle Cover,Accessories,73.01,1
TX000187,Riding Boots,Riding Gear,139.62,1
TX000188,Full-face Helmet,Riding Gear,221.03,1
TX000189,Racing Brake Pads,Sport Parts,85.82,1
TX000189,Sport Exhaust System,Sport Parts,477.25,1
TX000190,Touring Seat,V-Twin Parts,303.1,1
TX000191,Performance Chain Kit,Sport Parts,124.73,1
TX000192,Touring Seat,V-Twin Parts,298.27,1
TX000193,Full-face Helmet,Riding Gear,222.04,1
TX000194,Touring Seat,V-Twin Parts,314.82,1
TX000195,Off-road Tire Set,Dirt Parts,253.37,1
TX000195,Touring Seat,V-Twin Parts,290.11,1
TX000195,Handlebar Grips,Dirt Parts,24.81,1
TX000195,Performance Chain Kit,Sport Parts,114.01,1
TX000196,Custom Handlebars,V-Twin Parts,166.83,2
TX000196,Off-road Tire Set,Dirt Parts,258.55,1
TX000196,Sport Exhaust System,Sport Parts,485.93,1
TX000197,Full-face Helmet,Riding Gear,211.59,1
TX000197,Protective Skid Plate,Dirt Parts,177.15,1
TX000197,High-flow Air Filter,Sport Parts,44.31,1
TX000198,Off-road Tire Set,Dirt Parts,252.51,1
TX000199,Handlebar Grips,Dirt Parts,25.1,1
TX000199,Off-road Tire Set,Dirt Parts,254.36,1
TX000199,Protective Skid Plate,Dirt Parts,183.99,1
TX000200,Performance Chain Kit,Sport Parts,116.08,1
TX000201,Handlebar Grips,Dirt Parts,24.1,1
TX000201,Tank Bag,Accessories,98.13,1
TX000201,Suspension Upgrade Kit,Dirt Parts,418.11,1
TX000201,Chrome Engine Guard,V-Twin Parts,243.99,1
TX000202,Sport Exhaust System,Sport Parts,482.38,1
TX000203,Full-face Helmet,Riding Gear,222.63,1
TX000204,Riding Boots,Riding Gear,133.81,1
TX000205,Off-road Tire Set,Dirt Parts,239.37,1
TX000206,Full-face Helmet,Riding Gear,213.86,1
TX000206,Custom Handlebars,V-Twin Parts,162.49,1
TX000207,LED Light Kit,Accessories,106.64,1
TX000208,High-flow Air Filter,Sport Parts,43.87,1
TX000208,Off-road Tire Set,Dirt Parts,247.96,1
TX000209,Sport Exhaust System,Sport Parts,467.58,1
TX000209,Handlebar Grips,Dirt Parts,25.75,1
TX000209,Custom Handlebars,V-Twin Parts,159.81,1
TX000210,Protective Skid Plate,Dirt Parts,173.29,1
TX000210,Chrome Engine Guard,V-Twin Parts,233.84,1
TX000211,Off-road Tire Set,Dirt Parts,257.13,1
TX000212,Phone Mount,Accessories,29.34,1
TX000212,Motorcycle Cover,Accessories,73.15,1
TX000213,Leather Jacket,Riding Gear,353.99,1
TX000213,Tank Bag,Accessories,95.17,1
TX000214,Off-road Tire Set,Dirt Parts,240.13,1
TX000214,Racing Brake Pads,Sport Parts,85.07,1
TX000214,Riding Gloves,Riding Gear,59.77,1
TX000214,Leather Jacket,Riding Gear,366.48,2
TX000215,High-flow Air Filter,Sport Parts,45.72,1
TX000216,Protective Skid Plate,Dirt Parts,185.08,1
TX000217,Custom Handlebars,V-Twin Parts,161.84,1
TX000218,Racing Brake Pads,Sport Parts,83.24,1
TX000218,Phone Mount,Accessories,30.31,2
TX000219,Full-face Helmet,Riding Gear,211.44,1
TX000219,Sport Exhaust System,Sport Parts,460.56,1
TX000220,Full-face Helmet,Riding Gear,214.3,1
TX000221,Racing Brake Pads,Sport Parts,83.44,1
TX000221,Phone Mount,Accessories,29.28,1
TX000222,Phone Mount,Accessories,30.17,1
TX000223,Handlebar Grips,Dirt Parts,26.09,2
TX000224,Performance Chain Kit,Sport Parts,115.81,1
TX000224,Phone Mount,Accessories,29.74,1
TX000225,Performance Chain Kit,Sport Parts,120.93,1
TX000225,Sport Exhaust System,Sport Parts,476.82,1
TX000226,Custom Handlebars,V-Twin Parts,167.87,1
TX000227,Leather Jacket,Riding Gear,354.02,1
TX000227,Touring Seat,V-Twin Parts,296.26,1
TX000227,Riding Gloves,Riding Gear,60.14,1
TX000228,Riding Gloves,Riding Gear,62.75,1
TX000229,LED Light Kit,Accessories,108.74,1
TX000229,Suspension Upgrade Kit,Dirt Parts,411.22,1
TX000229,Protective Skid Plate,Dirt Parts,173.48,1
TX000230,Racing Brake Pads,Sport Parts,87.5,1
TX000230,Full-face Helmet,Riding Gear,221.94,1
TX000231,Performance Chain Kit,Sport Parts,114.63,1
TX000231,Custom Handlebars,V-Twin Parts,161.59,1
TX000232,Protective Skid Plate,Dirt Parts,185.13,1
TX000232,Performance Chain Kit,Sport Parts,123.46,1
TX000232,Racing Brake Pads,Sport Parts,84.49,1
TX000233,Custom Handlebars,V-Twin Parts,164.82,1
TX000233,Cruiser Foot Pegs,V-Twin Parts,97.22,1
TX000234,Full-face Helmet,Riding Gear,211.6,1
TX000235,Riding Gloves,Riding Gear,60.39,1
TX000235,Phone Mount,Accessories,29,2
TX000236,Protective Skid Plate,Dirt Parts,187.93,1
TX000237,Cruiser Foot Pegs,V-Twin Parts,94.82,1
TX000238,Performance Chain Kit,Sport Parts,119.96,1
TX000239,Racing Brake Pads,Sport Parts,81.87,1
TX000240,Phone Mount,Accessories,29.35,1
TX000240,Performance Chain Kit,Sport Parts,116.96,1
TX000241,Off-road Tire Set,Dirt Parts,244.2,1
TX000242,Racing Brake Pads,Sport Parts,81.93,1
TX000243,Performance Chain Kit,Sport Parts,115.54,1
TX000243,Custom Handlebars,V-Twin Parts,158.3,1
TX000243,Riding Gloves,Riding Gear,61.73,1
TX000244,Sport Exhaust System,Sport Parts,501.46,1
TX000244,Riding Gloves,Riding Gear,58.1,2
TX000244,High-flow Air Filter,Sport Parts,45.99,1
TX000244,Touring Seat,V-Twin Parts,287.67,1
TX000245,Performance Chain Kit,Sport Parts,114.81,1
TX000245,LED Light Kit,Accessories,110.48,1
TX000246,Off-road Tire Set,Dirt Parts,239.94,1
TX000246,Sport Exhaust System,Sport Parts,478.09,1
TX000246,Leather Jacket,Riding Gear,342.67,1
TX000247,Phone Mount,Accessories,29.99,1
TX000248,Riding Boots,Riding Gear,134.77,1
TX000248,Riding Gloves,Riding Gear,57.97,1
TX000249,Handlebar Grips,Dirt Parts,24.73,1
TX000249,Performance Chain Kit,Sport Parts,118.46,1
TX000249,Cruiser Foot Pegs,V-Twin Parts,94.03,1
TX000250,High-flow Air Filter,Sport Parts,44.36,1
TX000251,Riding Boots,Riding Gear,140.46,1
TX000251,Off-road Tire Set,Dirt Parts,254.9,1
TX000252,Tank Bag,Accessories,92.17,1
TX000252,Chrome Engine Guard,V-Twin Parts,249.46,1
TX000252,Phone Mount,Accessories,28.96,1
TX000253,LED Light Kit,Accessories,109.84,2
TX000253,Sport Exhaust System,Sport Parts,490.81,1
TX000253,Riding Gloves,Riding Gear,62.98,1
TX000253,Touring Seat,V-Twin Parts,304.68,1
TX000254,Riding Gloves,Riding Gear,61.39,1
TX000254,Tank Bag,Accessories,98.4,1
TX000255,Riding Boots,Riding Gear,145.62,2
TX000256,Motorcycle Cover,Accessories,76.59,1
TX000256,Touring Seat,V-Twin Parts,288.02,1
TX000257,Riding Gloves,Riding Gear,60.46,1
TX000257,High-flow Air Filter,Sport Parts,46.38,1
TX000257,Full-face Helmet,Riding Gear,214.59,1
TX000258,Touring Seat,V-Twin Parts,305.45,1
TX000259,Motorcycle Cover,Accessories,76.07,1
TX000260,Cruiser Foot Pegs,V-Twin Parts,97.5,1
TX000261,LED Light Kit,Accessories,111.88,1
TX000261,Riding Boots,Riding Gear,134.55,1
TX000261,Leather Jacket,Riding Gear,348.61,1
TX000261,Custom Handlebars,V-Twin Parts,160.75,1
TX000262,Racing Brake Pads,Sport Parts,88.96,1
TX000262,Off-road Tire Set,Dirt Parts,255.19,1
TX000263,LED Light Kit,Accessories,110.65,1
TX000263,Phone Mount,Accessories,30.1,1
TX000264,Riding Gloves,Riding Gear,57.58,1
TX000265,Motorcycle Cover,Accessories,72.95,1
TX000266,LED Light Kit,Accessories,106.54,1
TX000266,Leather Jacket,Riding Gear,340.88,1
TX000266,Full-face Helmet,Riding Gear,209.76,1
TX000267,Protective Skid Plate,Dirt Parts,173.07,1
TX000267,Racing Brake Pads,Sport Parts,88.48,1
TX000267,Motorcycle Cover,Accessories,77.47,1
TX000268,Leather Jacket,Riding Gear,364.37,1
TX000269,High-flow Air Filter,Sport Parts,44.75,1
TX000270,Protective Skid Plate,Dirt Parts,177.92,1
TX000271,Full-face Helmet,Riding Gear,216.96,1
TX000271,Riding Gloves,Riding Gear,57.27,1
TX000271,Protective Skid Plate,Dirt Parts,175.98,1
TX000271,Racing Brake Pads,Sport Parts,83.57,1
TX000272,Suspension Upgrade Kit,Dirt Parts,414.17,1
TX000272,Full-face Helmet,Riding Gear,227.33,1
TX000273,Motorcycle Cover,Accessories,75.1,1
TX000274,Chrome Engine Guard,V-Twin Parts,241.79,1
TX000274,Motorcycle Cover,Accessories,76.32,1
TX000274,Handlebar Grips,Dirt Parts,24.88,1
TX000275,LED Light Kit,Accessories,111.92,1
TX000275,Leather Jacket,Riding Gear,357.65,1
TX000276,Racing Brake Pads,Sport Parts,88.16,1
TX000276,Riding Gloves,Riding Gear,60.99,1
TX000276,Motorcycle Cover,Accessories,76.22,1
TX000277,Riding Gloves,Riding Gear,57.48,1
